,Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
20,ID3777292575,1,6,8,-37.7908183,144.9857929,-37.8158343,145.04645,7471.0,2018-05-23,04:25:40,2192.7000000000007,5:02:12,12.46
21,ID1866554632,0,8,2,-37.8158343,145.04645,-37.810574700000004,144.939228,9791.0,2018-07-23,22:32:10,2750.9999999999986,23:18:01,16.75
22,ID1695952665,0,2,4,-37.8129499,144.93928789999998,-37.8001032,145.0050381,6912.0,2018-05-03,18:20:43,1790.34,18:50:33,10.32
23,ID5661822375,2,7,5,-37.8618349,144.90571599999998,-37.8066798,144.9376794,10556.0,2018-01-27,14:29:01,3477.8999999999987,15:26:58,299.49
24,ID5199594141,2,4,7,-37.8101954,144.9971252,-37.8618349,144.90571599999998,10784.0,2018-07-27,01:31:47,3534.84,2:30:41,305.97
25,ID1898133627,0,5,2,-37.802994399999996,144.9289064,-37.8140479,144.93599430000003,2087.0,2018-02-04,01:55:48,551.2800000000002,2:04:59,19.32
26,ID1894171408,0,5,3,-37.8187435,144.91662580000002,-37.8111128,144.9910169,7140.0,2018-03-17,10:15:12,1847.4000000000005,10:45:59,7.41
27,ID1832937931,0,3,1,-37.8187013,144.9782069,-37.801559999999995,144.9573359,3253.0,2018-02-15,07:17:24,807.4800000000005,7:30:51,4.14
28,ID1373667683,0,4,1,-37.802641799999996,144.99387280000002,-37.8144011,144.9493105,5693.0,2018-07-21,01:22:17,1541.1,1:47:58,21.0
29,ID3211852978,1,3,2,-37.814061200000005,144.9999996,-37.820645500000005,144.9487556,5088.0,2018-02-20,22:46:52,1300.7400000000005,23:08:32,10.235
30,ID1856880679,0,6,9,-37.7874421,144.9804091,-38.1109156,144.65417250000002,47035.0,2018-01-19,11:18:52,11407.86,14:28:59,14.37
31,ID1884465969,0,4,6,-37.8136771,145.01295469999997,-37.773845,144.9836895,7947.0,2018-06-01,12:11:44,1725.9,12:40:29,9.63
32,ID1619279376,0,9,4,-38.1109156,144.65417250000002,-37.8118847,144.99965580000003,46788.0,2018-06-20,21:10:24,11185.5,0:16:49,12.465
33,ID3732819012,1,3,7,-37.812884499999996,144.98480080000002,-37.8618349,144.90571599999998,9452.0,2018-07-13,17:20:36,3220.8,18:14:16,25.93
34,ID5281716375,2,2,8,-37.8221078,144.932693,-37.807202000000004,145.0266373,9675.0,2018-03-10,19:26:45,2441.580000000001,20:07:26,218.06
35,ID1979015527,0,3,7,-37.8209853,144.9767008,-37.8618349,144.90571599999998,8719.0,2018-01-26,15:11:28,2917.14,16:00:05,5.265
36,ID3785115127,1,4,3,-37.8104684,145.00919009999998,-37.8255347,144.9827832,4141.0,2018-01-16,05:26:29,1021.0200000000003,5:43:30,15.59
37,ID1223779804,0,5,3,-37.8045032,144.9166122,-37.816032,144.97258119999998,5752.0,2018-05-05,20:30:09,1356.9600000000012,20:52:45,12.24
38,ID3427243521,1,7,6,-37.8618349,144.90571599999998,-37.7874325,144.9803767,11633.0,2018-06-03,15:56:29,3645.2999999999984,16:57:14,30.52
39,ID1495257691,0,6,2,-37.7874325,144.9803767,-37.8230565,144.942479,6429.0,2018-06-06,04:22:10,1698.0600000000006,4:50:28,16.03
40,ID3121909988,1,6,2,-37.773845,144.9836895,-37.8119969,144.9415189,6602.0,2018-01-05,11:01:52,1442.0999999999995,11:25:54,10.55
41,ID1284324857,0,5,8,-37.8105833,144.93180700000002,-37.807202000000004,145.0266373,10201.0,2018-03-06,20:01:05,2601.6,20:44:26,5.485
42,ID3470201182,1,2,6,-37.822481599999996,144.94749290000001,-37.7874325,144.9803767,5688.0,2018-04-18,11:02:49,1501.5000000000007,11:27:50,10.94
43,ID1260923738,0,3,2,-37.812896200000004,144.9733495,-37.8222526,144.94994230000003,2557.0,2018-01-22,16:57:43,584.4000000000002,17:07:27,11.16
44,ID1260133597,0,7,1,-37.8618349,144.90571599999998,-37.8101542,144.95770290000002,8878.0,2018-07-10,00:56:21,3030.300000000001,1:46:51,7.88
45,ID1989462393,0,6,5,-37.7908183,144.9857929,-37.8159035,144.9215437,7846.0,2018-04-06,13:26:48,2104.32,14:01:52,10.27
46,ID1355372267,0,8,7,-37.8158343,145.04645,-37.8618349,144.90571599999998,15151.0,2018-05-10,03:28:24,4917.479999999999,4:50:21,16.77
47,ID5733092850,2,4,9,-37.811512,145.0098666,-38.1109156,144.65417250000002,47784.0,2018-06-02,17:25:58,11576.04,20:38:54,937.68
48,ID5978244795,2,6,7,-37.773845,144.9836895,-37.8618349,144.90571599999998,13169.0,2018-06-15,19:32:32,3866.4600000000014,20:36:58,323.74
49,ID1633238961,0,9,3,-38.1109156,144.65417250000002,-37.818003499999996,144.99411030000002,46248.0,2018-07-18,13:20:30,11228.819999999992,16:27:38,18.04
50,ID1605842106,0,4,3,-37.8006458,145.0012261,-37.8260278,144.9845142,4348.0,2018-07-26,16:40:50,1076.6999999999996,16:58:46,5.33
51,ID1323437809,0,8,7,-37.807202000000004,145.0266373,-37.8618349,144.90571599999998,13986.0,2018-02-22,07:48:48,4298.280000000002,9:00:26,3.65
52,ID3205826988,1,6,8,-37.773845,144.9836895,-37.8158343,145.04645,10698.0,2018-04-03,04:04:29,2756.46,4:50:25,26.26
53,ID1362382964,0,8,3,-37.8158343,145.04645,-37.8246414,144.9885739,6430.0,2018-02-16,06:31:06,1883.9999999999993,7:02:30,5.46
54,ID1499913094,0,1,5,-37.807006099999995,144.9541677,-37.8126695,144.9315696,3016.0,2018-02-18,21:42:35,822.66,21:56:17,17.62
55,ID3575213454,1,6,4,-37.7874421,144.9804091,-37.799090500000005,144.9928413,2699.0,2018-01-06,23:45:32,682.26,23:56:54,10.45
56,ID1195495521,0,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-02-01,15:03:35,12681.059999999998,18:34:56,19.14
57,ID3348098107,1,2,3,-37.824091700000004,144.92592009999998,-37.816059,144.9721774,4555.0,2018-05-24,01:19:14,1179.3600000000004,1:38:53,9.01
58,ID1675195513,0,6,9,-37.7874421,144.9804091,-38.1109156,144.65417250000002,47035.0,2018-01-23,00:08:17,11407.86,3:18:24,22.47
59,ID1627612631,0,2,6,-37.8163489,144.93840980000002,-37.7908183,144.9857929,6094.0,2018-03-19,12:19:08,1597.9800000000007,12:45:45,10.02
60,ID3842985317,1,3,7,-37.822295700000005,144.9787102,-37.8618349,144.90571599999998,8515.0,2018-06-19,23:34:23,2864.58,0:22:07,11.855
61,ID1276009170,0,7,3,-37.8618349,144.90571599999998,-37.81409620000001,144.9713425,8420.0,2018-02-03,10:24:14,2856.18,11:11:50,8.9
62,ID1369468761,0,9,3,-38.1109156,144.65417250000002,-37.830369700000006,144.9881205,46221.0,2018-01-06,21:50:18,11134.259999999995,0:55:52,26.96
63,ID5594554104,2,9,8,-38.1109156,144.65417250000002,-37.807202000000004,145.0266373,49777.0,2018-06-23,06:59:16,12099.660000000005,10:20:55,967.49
64,ID3494631807,1,6,7,-37.7738026,144.98364660000001,-37.8618349,144.90571599999998,16033.0,2018-03-08,14:54:35,5323.559999999999,16:23:18,33.15
65,ID1300280547,0,6,3,-37.7907967,144.985865,-37.8252403,144.982747,4329.0,2018-05-27,00:25:16,1238.9400000000007,0:45:54,19.13
66,ID3551484665,1,6,5,-37.7874325,144.9803767,-37.8116006,144.9274278,6946.0,2018-06-12,06:21:52,1792.5599999999995,6:51:44,11.76
67,ID1890850720,0,2,9,-37.825603,144.95138669999997,-38.1109156,144.65417250000002,42909.0,2018-04-04,17:01:08,10380.36,19:54:08,9.295
68,ID3879998059,1,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-03-11,19:45:54,12681.059999999998,23:17:15,73.17
69,ID3297775579,1,4,9,-37.8120691,144.9956889,-38.1109156,144.65417250000002,46519.0,2018-01-09,16:20:59,11158.38,19:26:57,60.17
70,ID5171814016,2,4,8,-37.7989674,144.9879386,-37.8158343,145.04645,6404.0,2018-03-28,18:58:12,1937.94,19:30:29,171.38
71,ID5581907469,2,9,5,-38.1109156,144.65417250000002,-37.8187252,144.9166737,44667.0,2018-04-11,10:37:05,10813.619999999997,13:37:18,862.23
72,ID5205439713,2,3,5,-37.820401600000004,144.98268080000003,-37.805172600000006,144.92827169999998,5869.0,2018-07-07,13:01:24,1416.9,13:25:00,136.67
73,ID3740861688,1,5,1,-37.79864570000001,144.9333648,-37.8030593,144.95008769999998,1772.0,2018-06-26,20:13:52,447.42,20:21:19,11.86
74,ID1368911395,0,6,9,-37.7874421,144.9804091,-38.1109156,144.65417250000002,47035.0,2018-07-04,19:53:05,11407.86,23:03:12,17.95
75,ID3660523474,1,6,7,-37.7874421,144.9804091,-37.8618349,144.90571599999998,11630.0,2018-06-11,03:16:07,3697.0200000000013,4:17:44,29.74
76,ID1569929358,0,2,3,-37.82201920000001,144.9476192,-37.8266136,144.98172390000002,3553.0,2018-06-06,13:42:35,895.9799999999998,13:57:30,7.62
77,ID3276751683,1,7,4,-37.8618349,144.90571599999998,-37.8166191,145.0134406,12041.0,2018-05-26,01:38:39,3766.5599999999986,2:41:25,37.19
78,ID5508511848,2,2,6,-37.8119969,144.9415189,-37.7874421,144.9804091,5470.0,2018-05-12,14:08:16,1398.7800000000007,14:31:34,137.91
79,ID1423617703,0,3,5,-37.8194059,144.9714696,-37.8001569,144.93536630000003,7180.0,2018-01-25,07:08:26,1883.76,7:39:49,4.4
80,ID1161345712,0,3,4,-37.8144218,144.9876715,-37.8014629,145.0065284,2896.0,2018-05-15,09:38:45,722.8200000000003,9:50:47,4.39
81,ID1447875161,0,6,7,-37.7907967,144.985865,-37.8618349,144.90571599999998,11711.0,2018-07-18,05:37:52,3866.9400000000014,6:42:18,8.3
82,ID3373051679,1,6,9,-37.7738026,144.98364660000001,-38.1109156,144.65417250000002,51061.0,2018-01-18,19:03:49,12976.499999999995,22:40:05,69.9
83,ID3401019945,1,6,2,-37.7738026,144.98364660000001,-37.8121891,144.93772080000002,10246.0,2018-07-01,14:16:22,3092.8199999999983,15:07:54,29.49
84,ID3136497262,1,9,3,-38.1109156,144.65417250000002,-37.81658779999999,144.98765869999997,45658.0,2018-01-18,13:12:06,11043.539999999995,16:16:09,61.44
85,ID3705848965,1,7,2,-37.8618349,144.90571599999998,-37.8226294,144.9519158,8520.0,2018-07-04,07:13:45,2945.9400000000005,8:02:50,18.87
86,ID3910853194,1,2,8,-37.8209811,144.9473457,-37.807202000000004,145.0266373,8179.0,2018-07-03,15:51:09,1942.2000000000005,16:23:31,17.21
87,ID3358565401,1,5,1,-37.8029305,144.9291756,-37.799374,144.96424580000001,3459.0,2018-04-14,08:22:41,927.1800000000003,8:38:08,13.42
