,Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
57,ID1719949701,0.0,2,1,-37.8221215,144.9496754,-37.8162146,144.9641561,1595.0,2018-06-23,22:45:52,436.50000000000006,22:53:08,18.4
58,ID1675841665,0.0,3,6,-37.817650799999996,144.9693844,-37.7874325,144.9803767,4175.0,2018-05-23,17:56:47,993.66,18:13:20,9.11
59,ID3444636435,1.0,4,6,-37.801485299999996,145.00364219999997,-37.773845,144.9836895,6499.0,2018-05-05,06:30:36,1418.7000000000005,6:54:14,14.34
60,ID3924541005,1.0,4,7,-37.802745200000004,145.0094654,-37.8618349,144.90571599999998,12479.0,2018-05-01,05:09:58,3956.5800000000013,6:15:54,27.43
61,ID5497711606,2.0,6,7,-37.7908183,144.9857929,-37.8618349,144.90571599999998,11712.0,2018-01-14,22:09:28,3717.4800000000014,23:11:25,282.5629194306789
62,ID3693867086,1.0,4,7,-37.803982399999995,145.0075865,-37.8618349,144.90571599999998,12548.0,2018-07-16,06:19:24,3990.840000000001,7:25:54,19.0
63,ID1126406157,0.0,2,4,-37.8173417,144.946281,-37.81275120000001,145.0131535,6510.0,2018-01-17,03:22:17,1646.3399999999995,3:49:43,15.49
64,ID1722254946,0.0,5,9,-37.8083751,144.92880359999998,-38.1109156,144.65417250000002,44129.0,2018-01-28,10:45:19,10600.14,13:41:59,21.84
65,ID1892899998,0.0,8,2,-37.8158343,145.04645,-37.826394,144.9519017,9282.0,2018-05-03,01:17:20,2711.7599999999993,2:02:31,15.73
66,ID1160407518,0.0,2,4,-37.820153000000005,144.9428437,-37.804713899999996,144.9933802,5488.0,2018-03-13,05:44:48,1344.6000000000004,6:07:12,16.27
67,ID1402581336,0.0,8,6,-37.8158343,145.04645,-37.7874421,144.9804091,8357.0,2018-03-21,19:00:02,2437.38,19:40:39,10.88
68,ID1737102307,0.0,2,8,-37.8250843,144.94974630000002,-37.807202000000004,145.0266373,8243.0,2018-03-16,10:01:28,2107.9800000000005,10:36:35,6.82
69,ID1332158222,0.0,2,1,-37.8138489,144.9330201,-37.814079299999996,144.9601084,3552.0,2018-02-13,16:46:10,914.9999999999997,17:01:25,9.676480950134167
70,ID1515960138,0.0,9,6,-38.1109156,144.65417250000002,-37.7874421,144.9804091,47035.0,2018-06-11,01:03:16,11413.020000000008,4:13:29,27.02
71,ID3740160356,1.0,2,4,-37.814316,144.93596340000002,-37.80045689999999,144.99754109999998,6533.0,2018-02-06,20:03:27,1645.5600000000004,20:30:52,15.81
72,ID5857179305,2.0,7,6,-37.8618349,144.90571599999998,-37.773845,144.9836895,13169.0,2018-07-19,16:15:21,3863.5799999999986,17:19:44,275.85939592650413
73,ID1629559083,0.0,9,2,-38.1109156,144.65417250000002,-37.8186039,144.94785019999998,41775.0,2018-01-09,22:04:55,10031.88,0:52:06,25.49
74,ID3513087010,1.0,6,5,-37.7874421,144.9804091,-37.8187646,144.9164875,7925.0,2018-02-03,12:40:43,2068.4999999999995,13:15:11,21.07
75,ID1867894257,0.0,4,6,-37.8023453,145.00481609999997,-37.7874325,144.9803767,3838.0,2018-01-06,19:56:58,972.7800000000003,20:13:10,15.55
76,ID3836664759,1.0,5,2,-37.8150061,144.9276058,-37.815102,144.9230496,4035.0,2018-03-01,15:47:39,1049.28,16:05:08,13.34
77,ID1903512008,0.0,6,1,-37.7874421,144.9804091,-37.809187200000004,144.94523930000003,5185.0,2018-04-13,20:09:23,1330.5600000000009,20:31:33,10.192122330647956
78,ID3285520131,1.0,9,3,-38.1109156,144.65417250000002,-37.8164058,144.9839794,45338.0,2018-05-18,15:37:30,10943.099999999997,18:39:53,47.07
79,ID1710088236,0.0,4,2,-37.8137352,145.006257,-37.812655,144.92524369999998,7996.0,2018-03-14,03:01:10,2103.659999999999,3:36:13,15.75745019991165
80,ID1863188305,0.0,2,9,-37.819146,144.9463523,-38.1109156,144.65417250000002,41637.0,2018-05-03,18:38:08,10004.7,21:24:52,22.34
81,ID3946946894,1.0,1,6,-37.8169463,144.9533552,-37.7908183,144.9857929,4903.0,2018-01-17,00:26:24,1206.6,0:46:30,18.337421221485727
82,ID1634533089,0.0,2,6,-37.814810200000004,144.935247,-37.7874325,144.9803767,6152.0,2018-02-17,15:25:06,1545.7800000000007,15:50:51,14.85
83,ID5701780603,2.0,4,7,-37.802443200000006,144.9915219,-37.8618349,144.90571599999998,11452.0,2018-02-18,11:59:19,3667.320000000001,13:00:26,264.45
84,ID5644556244,2.0,1,2,-37.8159285,144.9381575,-37.8180298,144.9495506,1513.0,2018-04-09,23:30:30,347.04,23:36:17,52.47
85,ID3605572490,1.0,1,9,-37.8095602,144.95748759999998,-38.1109156,144.65417250000002,43271.0,2018-04-18,13:18:59,10468.14,16:13:27,46.3
86,ID1562379979,0.0,5,9,-37.80468270000001,144.9200194,-38.1109156,144.65417250000002,44399.0,2018-02-08,09:04:51,10643.7,12:02:14,16.71
87,ID3351798058,1.0,8,5,-37.8158343,145.04645,-37.810169099999996,144.9365608,10062.0,2018-01-22,09:05:48,2826.1199999999976,9:52:54,13.09
88,ID1780850879,0.0,5,4,-37.805668299999994,144.93336509999997,-37.8116631,145.0098376,7199.0,2018-02-02,00:49:18,1855.26,1:20:13,16.46
89,ID3713586988,1.0,7,3,-37.8618349,144.90571599999998,-37.8196563,144.9716825,7894.0,2018-04-16,07:01:47,2737.98,7:47:24,11.22
90,ID1984317317,0.0,2,5,-37.824608500000004,144.94663269999998,-37.8071465,144.9336525,2554.0,2018-06-28,21:11:54,598.9799999999998,21:21:52,13.824448823223978
91,ID1353753605,0.0,2,4,-37.8164251,144.94587109999998,-37.812529600000005,145.0049281,5752.0,2018-04-07,15:46:51,1432.9200000000005,16:10:43,15.060030014816775
92,ID3431393166,1.0,9,1,-38.1109156,144.65417250000002,-37.807270200000005,144.9569093,43605.0,2018-03-10,07:11:24,10563.060000000009,10:07:27,43.96
93,ID3758882120,1.0,5,6,-37.8082105,144.9345625,-37.7874325,144.9803767,6211.0,2018-04-06,12:25:31,1567.8600000000006,12:51:38,14.758308479839114
94,ID1703614096,0.0,3,6,-37.811361100000006,144.9747146,-37.7907967,144.985865,2943.0,2018-01-13,01:39:04,859.6200000000001,1:53:23,18.53
95,ID1759531012,0.0,4,6,-37.8163859,145.00429319999998,-37.7874421,144.9804091,5223.0,2018-02-26,18:59:23,1304.8200000000004,19:21:07,10.140695506439434
96,ID1170372457,0.0,3,9,-37.8242196,144.97544119999998,-38.1109156,144.65417250000002,44877.0,2018-06-04,15:18:56,10917.66,18:20:53,21.805486683890805
97,ID1215758683,0.0,6,9,-37.7907967,144.985865,-38.1109156,144.65417250000002,47193.0,2018-02-20,02:18:40,11530.62,5:30:50,26.11
98,ID3724575998,1.0,9,4,-38.1109156,144.65417250000002,-37.800619399999995,145.0102248,48386.0,2018-06-10,23:53:07,11818.740000000002,3:10:05,56.42
99,ID1863618739,0.0,1,2,-37.805667299999996,144.9536238,-37.811567700000005,144.9360585,2051.0,2018-04-03,16:15:20,549.2400000000001,16:24:29,9.231553735869046
100,ID1592380165,0.0,8,1,-37.807202000000004,145.0266373,-37.8110304,144.9636572,6282.0,2018-02-20,21:45:35,1604.94,22:12:19,15.104198402670495
101,ID5154529461,2.0,1,2,-37.8208834,144.9624074,-37.821596,144.9307061,3071.0,2018-02-15,08:27:27,781.3199999999998,8:40:28,64.40002919926232
102,ID3591968522,1.0,8,2,-37.8158343,145.04645,-37.812214399999995,144.92818359999998,11576.0,2018-07-02,20:26:52,3235.679999999997,21:20:47,20.276287022569324
103,ID3494767913,1.0,5,6,-37.8102036,144.9370154,-37.7738026,144.98364660000001,9921.0,2018-02-19,20:49:35,3012.84,21:39:47,18.94
104,ID1922931023,0.0,7,1,-37.8618349,144.90571599999998,-37.814074100000006,144.96542019999998,8178.0,2018-05-27,14:26:02,2806.5599999999986,15:12:48,18.33
105,ID5887809328,2.0,7,3,-37.8618349,144.90571599999998,-37.8248005,144.9821471,8908.0,2018-04-05,15:03:43,2919.3,15:52:22,213.46
106,ID3284555578,1.0,2,6,-37.8164175,144.93824640000003,-37.7908183,144.9857929,6113.0,2018-06-23,08:11:58,1602.5400000000006,8:38:40,15.02
107,ID1702735424,0.0,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-07-16,00:32:42,13204.979999999996,4:12:46,28.38
108,ID1557260786,0.0,1,2,-37.80888970000001,144.94895,-37.8114352,144.935431,1685.0,2018-01-05,05:06:18,451.44000000000017,5:13:49,13.681881343712218
109,ID3146637278,1.0,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-06-02,12:27:21,4911.5999999999985,13:49:12,29.755237920187135
110,ID1778965602,0.0,2,3,-37.8136159,144.94015280000002,-37.8120939,144.9738315,3568.0,2018-06-09,10:09:48,917.1600000000003,10:25:05,9.867833042355269
111,ID3429755387,1.0,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-02-02,10:00:09,4911.5999999999985,11:22:00,20.88613348325924
112,ID1926796653,0.0,8,9,-37.807202000000004,145.0266373,-38.1109156,144.65417250000002,49777.0,2018-06-15,11:01:01,12069.78,14:22:10,18.89
113,ID1699001850,0.0,1,3,-37.806624400000004,144.9416945,-37.81499779999999,144.9720111,3537.0,2018-02-19,11:36:07,907.6800000000003,11:51:14,4.91
114,ID1730407204,0.0,8,2,-37.8158343,145.04645,-37.8243231,144.9480425,9340.0,2018-06-02,00:22:49,2709.2999999999993,1:07:58,21.05
